D0320,A028,0,0,25,F2367
D0320,A028,0,0,22,F2259
D0320,A028,0,0,23,F2289
D0320,A028,0,0,29,F2361
D0320,A028,0,0,12,F2324
D0320,A028,0,0,21,F2272
D0320,B7392,2,22,-25,F2367
D0320,B0033,25,44,-22,F2259
D0320,B2255,48,67,-23,F2289
D0320,B6986,68,89,-29,F2361
D0320,B4722,94,109,-12,F2324
D0320,B0768,111,130,-21,F2272
D0320,A028,133,133,23,F2302
D0320,A028,133,133,36,F2268
D0320,A028,133,133,59,F2340
D0320,A028,133,133,22,F2284
D0320,B3270,154,173,-23,F2302
D0320,B0492,174,197,-36,F2268
D0320,B5965,198,226,-59,F2340
D0320,B2022,227,246,-22,F2284
D0321,A007,0,0,23,F0350
D0321,A007,0,0,11,F0354
D0321,A007,0,0,14,F0331
D0321,A007,0,0,18,F0343
D0321,B6784,3,22,-23,F0350
D0321,B7284,23,38,-11,F0354
D0321,B4478,40,56,-14,F0331
D0321,B5925,61,79,-18,F0343
D0321,A007,83,83,12,F0320
D0321,A007,83,83,23,F0305
D0321,A007,83,83,10,F0299
D0321,A007,83,83,13,F0326
D0321,A007,83,83,8,F0357
D0321,A007,83,83,35,F0304
D0321,A007,83,83,33,F0353
D0321,B3465,90,105,-12,F0320
D0321,B2128,111,130,-23,F0305
D0321,B1232,134,148,-10,F0299
D0321,B4073,150,166,-13,F0326
D0321,B7823,167,180,-8,F0357
D0321,B2117,183,206,-35,F0304
D0321,B7282,211,233,-33,F0353
D0321,S543,234,236,1,E2198
D0321,B1101,271,279,-1,E2198
D0321,S469,284,284,2,E1823
D0321,B4403,291,300,-2,E1823
D0321,S475,301,305,2,E1856
D0321,B0479,306,315,-2,E1856
D0321,S473,318,318,5,E1839
D0321,B7951,321,333,-5,E1839
D0322,A030,0,0,4,F2531
D0322,A030,0,0,44,F2502
D0322,A030,0,0,32,F2561
D0322,A030,0,0,22,F2486
D0322,A030,0,0,26,F2670
D0322,A030,0,0,12,F2554
D0322,B2466,2,13,-4,F2531
D0322,B1218,17,42,-44,F2502
D0322,B3560,43,65,-32,F2561
D0322,B0672,68,87,-22,F2486
D0322,B8481,89,109,-26,F2670
D0322,B3228,113,128,-12,F2554
D0322,S002,197,258,1,E2975
D0322,B1424,262,270,-1,E2975
D0288,A010,0,0,51,F0579
D0288,A010,0,0,54,F0550
D0288,A010,0,0,35,F0539
D0288,B9190,1,27,-51,F0579
D0288,B3268,29,56,-54,F0550
D0288,B1220,57,80,-35,F0539
D0288,A010,82,82,41,F0554
D0288,A010,82,82,51,F0543
D0288,B4029,83,107,-41,F0554
D0288,B1527,108,134,-51,F0543
D0288,A010,136,136,21,F0574
D0288,A010,136,136,76,F0547
D0288,A010,136,136,34,F0552
D0288,B8641,138,157,-21,F0574
D0288,B2551,158,189,-76,F0547
D0288,B3495,191,213,-34,F0552
D0288,A010,216,216,90,F0561
D0288,A010,216,216,48,F0549
D0288,B5144,220,253,-90,F0561
D0288,B2971,254,280,-48,F0549
D0288,A010,284,284,65,F0578
D0288,A010,284,284,69,F0548
D0288,B9127,288,317,-65,F0578
D0288,B2642,318,348,-69,F0548
D0288,A010,352,352,74,F0555
D0288,A010,352,352,55,F0537
D0288,B4081,355,386,-74,F0555
D0288,B0698,387,414,-55,F0537
D0288,A010,418,418,23,F0564
D0288,A010,418,418,62,F0544
D0288,A010,418,418,38,F0568
D0288,B6479,419,438,-23,F0564
D0288,B1923,441,470,-62,F0544
D0288,B8133,472,495,-38,F0568
D0288,A010,499,499,24,F0571
D0288,A010,499,499,54,F0570
D0288,A010,499,499,51,F0542
D0288,B8458,503,523,-24,F0571
D0288,B8346,524,551,-54,F0570
D0288,B1393,552,578,-51,F0542
D0288,A010,583,583,62,F0541
D0288,A010,583,583,60,F0565
D0288,B1360,588,617,-62,F0541
D0288,B6607,618,646,-60,F0565
D0324,A031,0,0,28,F2865
D0324,B6675,1,22,-28,F2865
D0325,A031,0,0,13,F2852
D0325,A031,0,0,39,F2694
D0325,A031,0,0,24,F2776
D0325,A031,0,0,9,F2834
D0325,A031,0,0,6,F2711
D0325,A031,0,0,11,F2812
D0325,A031,0,0,12,F2742
D0325,B6074,2,18,-13,F2852
D0325,B0119,20,44,-39,F2694
D0325,B2855,46,66,-24,F2776
D0325,B5303,68,82,-9,F2834
D0325,B0646,124,136,-6,F2711
D0325,B4160,175,190,-11,F2812
D0325,B1816,192,207,-12,F2742
D0326,A031,0,0,69,F2832
D0326,A031,0,0,22,F2814
D0326,A031,0,0,23,F2761
D0326,B5255,3,33,-69,F2832
D0326,B4216,34,53,-22,F2814
D0326,B2304,55,74,-23,F2761
D0327,A031,0,0,6,F2855
D0327,A031,0,0,8,F2734
D0327,A031,0,0,8,F2895
D0327,A031,0,0,6,F2775
D0327,A031,0,0,22,F2847
D0327,A031,0,0,18,F2750
D0327,A031,0,0,55,F2842
D0327,A031,0,0,7,F2719
D0327,B6168,3,15,-6,F2855
D0327,B1462,21,34,-8,F2734
D0327,B7931,39,52,-8,F2895
D0327,B2762,55,67,-6,F2775
D0327,B5921,72,91,-22,F2847
D0327,B2143,94,112,-18,F2750
D0327,B5627,114,141,-55,F2842
D0327,B0897,144,157,-7,F2719
D0283,A063,0,0,14,F5028
D0283,A063,0,0,25,F5013
D0283,A063,0,0,27,F5043
D0283,A063,0,0,32,F5000
D0283,A063,0,0,33,F5032
D0283,B7067,1,17,-14,F5028
D0283,B4088,18,38,-25,F5013
